Dec;1
Dec;0.9936676
Dec;0.98739624
Dec;0.98114014
Dec;0.9749298
Dec;0.96875
Dec;0.9626007
Dec;0.9564972
Dec;0.9504242
Dec;0.9443817
Dec;0.93836975
Dec;0.9323883
Dec;0.92645264
Dec;0.9205322
Dec;0.91467285
Dec;0.90882874
Dec;0.90301514
Dec;0.89723206
Dec;0.8914795
Dec;0.88575745
Dec;0.8800812
Dec;0.87442017
Dec;0.86880493
Dec;0.86320496
Dec;0.85765076
Dec;0.8521271
Dec;0.84661865
Dec;0.841156
Dec;0.8357239
Dec;0.830307
Dec;0.8249359
Dec;0.8195801
Dec;0.81427
Dec;0.8089752
Dec;0.80371094
Dec;0.7984772
Dec;0.7932739
Dec;0.7881012
Dec;0.782959
Dec;0.7778473
Dec;0.77275085
Dec;0.76768494
Dec;0.7626648
Dec;0.7576599
Dec;0.75268555
Dec;0.74772644
Dec;0.7428131
Dec;0.73791504
Dec;0.7330475
Dec;0.72821045
Dec;0.7233887
Dec;0.7185974
Dec;0.71383667
Dec;0.70910645
Dec;0.7043915
Dec;0.6997223
Dec;0.6950531
Dec;0.6904297
Dec;0.68582153
Dec;0.6812439
Dec;0.6766968
Dec;0.67214966
Dec;0.6676483
Dec;0.6631775
Dec;0.6587219
Dec;0.6542816
Dec;0.6498871
Dec;0.6455078
Dec;0.6411438
Dec;0.6368103
Dec;0.6325073
Dec;0.6282196
Dec;0.6239624
Dec;0.61972046
Dec;0.61550903
Dec;0.61131287
Dec;0.6071472
Dec;0.6029968
Dec;0.59887695
Dec;0.59477234
Dec;0.59069824
Dec;0.58665466
Dec;0.5826111
Dec;0.5786133
Dec;0.5746155
Dec;0.5706482
Dec;0.5667114
Dec;0.5627899
Dec;0.55888367
Dec;0.55500793
Dec;0.55114746
Dec;0.5473175
Dec;0.5435028
Dec;0.53970337
Dec;0.53593445
Dec;0.5321808
Dec;0.5284424
Dec;0.5247345
Dec;0.5210571
Dec;0.51737976
Dec;0.5137329
Dec;0.5101013
Dec;0.50650024
Dec;0.5029144
Rel;0.49934387
Rel;0.49050903
Rel;0.48181152
Rel;0.47322083
Rel;0.46476746
Rel;0.4564209
Rel;0.44818115
Rel;0.44006348
Rel;0.4320526
Rel;0.42416382
Rel;0.41636658
Rel;0.40867615
Rel;0.4011078
Rel;0.39363098
Rel;0.386261
Rel;0.3789978
Rel;0.37182617
Rel;0.3647461
Rel;0.35777283
Rel;0.35090637
Rel;0.3441162
Rel;0.33743286
Rel;0.3308258
Rel;0.32432556
Rel;0.3179016
Rel;0.3115692
Rel;0.30532837
Rel;0.29916382
Rel;0.29309082
Rel;0.28710938
Rel;0.28120422
Rel;0.27537537
Rel;0.2696228
Rel;0.2639618
Rel;0.25837708
Rel;0.2528534
Rel;0.24742126
Rel;0.24206543
Rel;0.23677063
Rel;0.23155212
Rel;0.22640991
Rel;0.221344
Rel;0.21633911
Rel;0.21139526
Rel;0.20652771
Rel;0.20173645
Rel;0.19699097
Rel;0.19232178
Rel;0.18772888
Rel;0.18318176
Rel;0.17869568
Rel;0.17428589
Rel;0.16992188
Rel;0.16563416
Rel;0.16139221
Rel;0.1572113
Rel;0.15309143
Rel;0.14901733
Rel;0.14500427
Rel;0.14105225
Rel;0.13716125
Rel;0.13330078
Rel;0.1295166
Rel;0.1257782
Rel;0.12208557
Rel;0.11843872
Rel;0.114852905
Rel;0.111312866
Rel;0.1078186
Rel;0.10437012
Rel;0.100982666
Rel;0.09762573
Rel;0.094329834
Rel;0.09106445
Rel;0.08784485
Rel;0.08468628
Rel;0.08155823
Rel;0.07847595
Rel;0.075424194
Rel;0.07243347
Rel;0.06947327
Rel;0.06655884
Rel;0.06367493
Rel;0.060836792
Rel;0.058044434
Rel;0.055282593
Rel;0.05256653
Rel;0.04988098
Rel;0.047225952
Rel;0.0446167
Rel;0.042037964
Rel;0.039505005
Rel;0.037002563
Rel;0.03453064
Rel;0.032089233
Rel;0.029678345
Rel;0.027313232
Rel;0.024978638
Rel;0.02267456
Rel;0.020401001
Rel;0.018157959
Rel;0.015945435
